Series;Time;Value
Alliance;2019-05-25T16:29:54.000Z;0
Alliance;2019-05-25T16:29:58.000Z;0
Alliance;2019-05-25T16:30:02.000Z;0
Alliance;2019-05-25T16:30:06.000Z;0
Alliance;2019-05-25T16:30:10.000Z;0
Alliance;2019-05-25T16:30:14.000Z;0
Alliance;2019-05-25T16:30:18.000Z;0.9950248756218907
Alliance;2019-05-25T16:30:22.000Z;0
Alliance;2019-05-25T16:30:26.000Z;0
Alliance;2019-05-25T16:30:30.000Z;0
Alliance;2019-05-25T16:30:34.000Z;1
Alliance;2019-05-25T16:30:38.000Z;0
Alliance;2019-05-25T16:30:42.000Z;0
Alliance;2019-05-25T16:30:46.000Z;0
Alliance;2019-05-25T16:30:50.000Z;0
Alliance;2019-05-25T16:30:54.000Z;0
Alliance;2019-05-25T16:30:58.000Z;0
Alliance;2019-05-25T16:31:02.000Z;0
Alliance;2019-05-25T16:31:06.000Z;0
Alliance;2019-05-25T16:31:10.000Z;0
Alliance;2019-05-25T16:31:14.000Z;0
Alliance;2019-05-25T16:31:18.000Z;0
Alliance;2019-05-25T16:31:22.000Z;0
Alliance;2019-05-25T16:31:26.000Z;0
Alliance;2019-05-25T16:31:30.000Z;0
Alliance;2019-05-25T16:31:34.000Z;0
Alliance;2019-05-25T16:31:38.000Z;0
Alliance;2019-05-25T16:31:42.000Z;1
Alliance;2019-05-25T16:31:46.000Z;1.001001001001001
Alliance;2019-05-25T16:31:50.000Z;0
Alliance;2019-05-25T16:31:54.000Z;1.9980019980019983
Alliance;2019-05-25T16:31:58.000Z;2
Alliance;2019-05-25T16:32:02.000Z;0
Alliance;2019-05-25T16:32:06.000Z;0
Alliance;2019-05-25T16:32:10.000Z;0
Alliance;2019-05-25T16:32:14.000Z;0
Alliance;2019-05-25T16:32:18.000Z;0
Alliance;2019-05-25T16:32:22.000Z;1
Alliance;2019-05-25T16:32:26.000Z;0
Alliance;2019-05-25T16:32:30.000Z;0
Alliance;2019-05-25T16:32:34.000Z;0
Alliance;2019-05-25T16:32:38.000Z;0
Alliance;2019-05-25T16:32:42.000Z;0.9970089730807579
Alliance;2019-05-25T16:32:46.000Z;1
Alliance;2019-05-25T16:32:50.000Z;0
Alliance;2019-05-25T16:32:54.000Z;0
Alliance;2019-05-25T16:32:58.000Z;0
Alliance;2019-05-25T16:33:02.000Z;1.0559662090813096
Alliance;2019-05-25T16:33:06.000Z;0
Alliance;2019-05-25T16:33:10.000Z;1
Alliance;2019-05-25T16:33:14.000Z;0
Alliance;2019-05-25T16:33:18.000Z;0.14275517487508924
Alliance;2019-05-25T16:33:22.000Z;0
Alliance;2019-05-25T16:33:26.000Z;0
Alliance;2019-05-25T16:33:30.000Z;0
Alliance;2019-05-25T16:33:34.000Z;0
Alliance;2019-05-25T16:33:38.000Z;0
Alliance;2019-05-25T16:33:42.000Z;0
Alliance;2019-05-25T16:33:46.000Z;0
Alliance;2019-05-25T16:33:50.000Z;0
Alliance;2019-05-25T16:33:54.000Z;0
Alliance;2019-05-25T16:33:58.000Z;0
Alliance;2019-05-25T16:34:02.000Z;0
Alliance;2019-05-25T16:34:06.000Z;0
Alliance;2019-05-25T16:34:10.000Z;0
Alliance;2019-05-25T16:34:14.000Z;0
Alliance;2019-05-25T16:34:18.000Z;0
Alliance;2019-05-25T16:34:22.000Z;0
Alliance;2019-05-25T16:34:26.000Z;0
Alliance;2019-05-25T16:34:30.000Z;0
Alliance;2019-05-25T16:34:34.000Z;0
Alliance;2019-05-25T16:34:38.000Z;0
Alliance;2019-05-25T16:34:42.000Z;0
Alliance;2019-05-25T16:34:46.000Z;0
Alliance;2019-05-25T16:34:50.000Z;0
Alliance;2019-05-25T16:34:54.000Z;0
Alliance;2019-05-25T16:34:58.000Z;0
Alliance;2019-05-25T16:35:02.000Z;0
Alliance;2019-05-25T16:35:06.000Z;0
Alliance;2019-05-25T16:35:10.000Z;0
Alliance;2019-05-25T16:35:14.000Z;0
Alliance;2019-05-25T16:35:18.000Z;0
Alliance;2019-05-25T16:35:22.000Z;0
Alliance;2019-05-25T16:35:26.000Z;0
Alliance;2019-05-25T16:35:30.000Z;0
Alliance;2019-05-25T16:35:34.000Z;1
Alliance;2019-05-25T16:35:38.000Z;0
Alliance;2019-05-25T16:35:42.000Z;2.0100502512562812
Alliance;2019-05-25T16:35:46.000Z;0
Alliance;2019-05-25T16:35:50.000Z;0
Alliance;2019-05-25T16:35:54.000Z;0
Alliance;2019-05-25T16:35:58.000Z;2.002002002002002
Alliance;2019-05-25T16:36:02.000Z;3.4602076124567476
Alliance;2019-05-25T16:36:06.000Z;0
Alliance;2019-05-25T16:36:10.000Z;0
Alliance;2019-05-25T16:36:14.000Z;0
Alliance;2019-05-25T16:36:18.000Z;0
Alliance;2019-05-25T16:36:22.000Z;0
Alliance;2019-05-25T16:36:26.000Z;0
Alliance;2019-05-25T16:36:30.000Z;0
Alliance;2019-05-25T16:36:34.000Z;0
Alliance;2019-05-25T16:36:38.000Z;0
Alliance;2019-05-25T16:36:42.000Z;0
Alliance;2019-05-25T16:36:46.000Z;0
Alliance;2019-05-25T16:36:50.000Z;0
Alliance;2019-05-25T16:36:54.000Z;0
Alliance;2019-05-25T16:36:58.000Z;0
Alliance;2019-05-25T16:37:02.000Z;0
Alliance;2019-05-25T16:37:06.000Z;0
Alliance;2019-05-25T16:37:10.000Z;0
Alliance;2019-05-25T16:37:14.000Z;0
